name,face_recognition_dst,openface_OEN_dst,openface_IEBL_dst,sift_feature,is_different_gender,pca_eigenface_dst,target
test\1590484072315_0,0.36298016285038126,0.7478173971176147,0.6330459713935852,23,1,9733387.068429573,0
test\1590484321949_0,0.4392893625075038,0.7726747989654541,0.6512806415557861,19,0,11296508.126532398,0
test\1590484360364_0,0.41121280638648056,0.7699652314186096,0.8139146566390991,15,0,16087913.880433911,0
test\1590484379875_1,0.4897422069997763,0.7631749510765076,0.5858848094940186,11,1,20602870.581376288,1
test\1590484423008_0,0.36584598775633514,1.0167537927627563,0.8330370783805847,6,0,12212743.152468428,0
test\1590484444798_1,0.5993305793809424,1.0945402383804321,0.9643214344978333,2,0,40847747.14157346,1
test\1590484887269_1,0.6008412623307644,0.5079127550125122,0.57573401927948,57,0,5921707.458346833,1
test\1590488487337_0,0.4501905086574613,0.7765403389930725,0.8138511180877686,2,0,18066595.22987904,0
test\1590488578507_0,,,,122,1,17146034.83176249,0
test\1590488635335_1,0.6064467112755003,0.6907017230987549,0.7688818573951721,10,0,8804868.89059755,1
test\1590488722297_0,0.6105294091199096,0.8257334232330322,0.8749321699142456,184,1,18490427.256347656,0
test\1590488781554_1,0.6990281588939609,1.0435832738876343,0.9782326817512512,117,1,6924966.1158434935,1
test\1590488821916_0,0.252196523037272,0.3566269874572754,0.3947778642177582,24,1,3435278.8922825465,0
test\1590488882407_0,0.45858312651551963,0.7881219387054443,0.6552446484565735,298,0,28328915.848305676,0
test\1590559380207_0,0.4829091766630287,0.9815061688423157,1.0246388912200928,6,0,11174299.568646705,0
test\1590559922438_0,0.39579394271470414,0.39180701971054077,0.5143604278564453,11,0,7256039.874756064,0
test\1590560684078_0,0.3060339364239208,0.36853253841400146,0.2899185121059418,21,0,14595146.411525235,0
test\1590561350990_1,0.679555885652774,0.7922376394271851,0.9283812046051025,10,1,5799957.812762131,1
test\1590562909576_1,0.7456133579515187,1.2113254070281982,1.2658480405807495,10,0,15722049.053673396,1
test\1590563866941_0,0.4334036620673456,0.49661165475845337,0.47539401054382324,7,1,4259689.738720475,0
test\1590564072492_0,0.43234226345755494,0.5712477564811707,0.6216185092926025,7,1,30577053.671750788,0
test\1590564201537_0,0.5801749047570564,0.6040752530097961,0.8712561726570129,2,1,31931660.96089697,0
test\1590564344901_0,0.43589720213710753,0.5638264417648315,0.6403249502182007,9,0,2733030.641789532,0
test\1590564434908_0,0.4656748124181302,0.5598062872886658,0.6776888966560364,1,1,27077625.34517221,0
test\1590564712233_0,0.4632044487702112,0.6532955169677734,0.7682561278343201,10,1,6608856.857741171,0
test\1590565065510_0,0.4459551915798286,0.6478790044784546,0.5971500277519226,7,0,7332217.195400073,0
test\1590565332253_0,0.48414415845206893,0.716850221157074,0.7624698281288147,16,0,8200383.102351043,0
test\1590567545622_0,0.5261527702140448,0.6372557282447815,0.768834114074707,16,0,20685913.201758835,0
test\1590567971272_0,0.3573919003831608,0.5793048143386841,0.5592617988586426,1,0,14275239.990007944,0
test\1590568097470_0,0.4448670511954972,0.6102060079574585,0.5030303001403809,2,0,7629779.74973865,0
test\1590568272439_0,0.4342683243529508,0.8683880567550659,0.7733115553855896,35,0,12988223.623861812,0
test\1590568814468_0,0.4125541525701445,0.388248473405838,0.49458664655685425,5,0,13900153.783713978,0
test\1590569060082_0,0.4508817285863435,0.8451496958732605,0.9393225908279419,10,1,8935160.386098983,0
test\1590569219522_0,0.43432477296095967,1.124070644378662,1.1982030868530273,9,0,17993346.038415924,0
test\1590569768002_0,0.5079615637121897,0.6603495478630066,0.7044965624809265,7,1,6247410.741256293,0
test\1590569870753_1,0.6164928985269267,1.0684493780136108,1.094638705253601,19,0,37269383.070797466,1
test\1590925897823_0,0.4712829092550436,0.6956076622009277,0.6848616600036621,31,0,8510752.774710473,0
test\1590926630525_0,0.44066198089869574,0.6734867095947266,0.5563188195228577,9,0,8196634.022197191,0
test\1590926900331_0,0.4507422411231214,0.4666360914707184,0.5369808077812195,9,0,13152765.250523578,0
test\1590927045827_0,0.4966722661520006,0.893046498298645,0.8128467798233032,5,0,9610013.198568486,0
test\1590927398070_0,0.49202020240481936,0.6598890423774719,0.6470620632171631,8,1,6960799.4590869015,0
test\1590927570919_0,0.49690037588814706,0.5692525506019592,0.7392265796661377,0,0,14652197.20084493,0
test\1590927735368_0,0.5001408111413184,0.6774542927742004,0.7388982772827148,2,0,11535656.589677157,0
test\1590927984321_0,0.6070869951316931,0.9825542569160461,1.1138898134231567,3,1,22855170.435335465,0
test\1590928290672_1,0.5890978610955759,0.7006549835205078,0.6595427989959717,4,0,6963448.281089227,1
test\1590928420894_0,0.41036997251855617,0.5126590132713318,0.653359591960907,69,0,10704204.373912172,0
test\1590928889173_1,0.5986184758567373,1.1451939344406128,1.172734022140503,46,1,13304916.24505861,1
test\1590929204143_0,0.6177306154732427,1.1852461099624634,1.0006369352340698,28,0,11466914.496837327,0
test\1590929658005_0,0.657164914134212,0.9271359443664551,0.9354535341262817,38,0,9045956.240536321,0
test\1590929772216_0,0.5884853877894819,0.9215137362480164,0.852720320224762,12,1,10401140.528815966,0
test\1590930243354_1,0.6071956506418882,0.9318158626556396,0.9216634631156921,5,1,4200233.372131186,1
test\1590930359312_0,0.5359423543012172,1.1356407403945923,1.2801700830459595,14,0,11556897.370277219,0
test\1590930685446_0,0.519233145364201,0.65818190574646,0.6410273909568787,4,0,5620706.243731342,0
test\1590931289464_0,0.38238581592177445,0.6820687651634216,0.5565063953399658,2,0,16305110.213556731,0
test\1590931614272_0,0.4155368474113859,0.49056699872016907,0.6385271549224854,0,0,8822550.09566112,0
test\1590931783332_0,0.4429207031912997,0.6305890679359436,0.6999775171279907,3,0,9368186.214936594,0
test\1590931884375_0,0.5785905772378759,0.8496708869934082,0.8263140916824341,12,1,20589207.864150204,0
test\1590932146709_0,0.5203670914555789,0.6233121752738953,0.6844965219497681,153,0,17129316.706134897,0
test\1590932247973_0,0.5687071702443872,0.6153257489204407,0.5475015640258789,171,0,12464941.271259988,0
test\a_1590484072315_1590568097470_0,0.5228926717013332,0.4445229172706604,0.41211172938346863,21,1,12292824.409651365,0
test\a_1590484321949_1590564072492_1,0.7828824118798599,0.9954058527946472,1.1065220832824707,27,0,23007749.229473114,1
test\a_1590484321949_1590565332253_1,0.7063165280987589,0.8637242317199707,1.0187305212020874,15,1,11199652.175179373,1
test\a_1590484321949_1590928420894_1,0.7062768844948027,0.87256920337677,0.9042053818702698,31,0,14085321.008076172,1
test\a_1590484321949_1590932247973_1,0.6869716794029723,0.9287580847740173,0.978718638420105,30,0,19394212.960294124,1
test\a_1590484360364_1590562909576_1,0.647763550344836,0.9704552292823792,1.129409670829773,16,0,11843782.612219883,1
test\a_1590484423008_1590565065510_1,0.6381758843732868,1.1104419231414795,1.1957697868347168,5,0,4520885.791302629,1
test\a_1590559380207_1590567545622_1,0.49499298214069487,0.5677011013031006,0.7046381831169128,59,0,7037265.986404414,1
test\a_1590559922438_1590559380207_1,0.5985840553175971,0.6748015284538269,0.712033748626709,5,1,9032447.672588535,1
test\a_1590559922438_1590560684078_1,0.6359487336566809,0.6989049315452576,0.6588598489761353,5,1,12070773.788475703,1
test\a_1590560684078_1590484072315_1,0.54257279256355,0.8050049543380737,0.6251575946807861,31,1,10280259.21035856,1
test\a_1590561350990_1590567971272_1,0.6584824080330354,0.988555371761322,0.9862511157989502,7,1,13651998.194390465,1
test\a_1590561350990_1590568814468_1,0.6184226078009109,0.9180076122283936,0.9303444623947144,2,0,5939570.389853166,1
test\a_1590562909576_1590563866941_1,0.5497081299599073,0.9689574241638184,0.7777949571609497,19,0,12618945.59266851,1
test\a_1590562909576_1590928420894_1,0.6139023101805492,1.0109355449676514,0.9903404116630554,8,0,8575800.234618606,1
test\a_1590564072492_1590565065510_1,0.6410496161417931,1.3369060754776,1.2235716581344604,8,1,28006823.05262096,1
test\a_1590564344901_1590560684078_1,0.8665803005475867,1.1378517150878906,1.1253774166107178,9,1,11403334.990606938,1
test\a_1590564344901_1590563866941_1,0.8160761710214741,1.0140931606292725,0.989206075668335,10,0,11358362.999323472,1
test\a_1590564434908_1590564344901_1,0.6525436436710539,1.0917539596557617,1.0109878778457642,0,1,27494512.168836016,1
test\a_1590564434908_1590569768002_1,0.5384510045478711,0.9610176086425781,0.9721330404281616,5,0,4152159.303398655,1
test\a_1590564712233_1590559922438_1,0.5741483861808906,0.7504020929336548,0.5795422792434692,10,0,9805536.708847942,1
test\a_1590564712233_1590931783332_1,0.7692687154726624,0.9380690455436707,0.8961003422737122,3,1,22189564.45824353,1
test\a_1590565332253_1590932146709_1,0.5622429903733592,0.7955134510993958,0.8966535329818726,42,1,5979017.048748441,1
test\a_1590567545622_1590559380207_1,0.5962575902277193,1.0555312633514404,1.0164161920547485,30,0,11806199.886799818,1
test\a_1590567545622_1590564072492_1,0.6528565820739454,0.8903690576553345,0.7982173562049866,12,1,19941895.44659435,1
test\a_1590567971272_1590564201537_1,0.6890873217501112,0.7675613760948181,0.788482129573822,3,0,7658661.526216216,1
test\a_1590567971272_1590569768002_1,0.5605963599594825,1.0015192031860352,0.9758041501045227,20,0,10498338.719851084,1
test\a_1590568097470_1590559380207_1,0.5320375053147458,0.4924567937850952,0.6126371026039124,3,0,9415837.433813972,1
test\a_1590568272439_1590565065510_1,0.6705421633726525,1.0220551490783691,1.073140263557434,38,1,5896429.805132976,1
test\a_1590569060082_1590484379875_1,0.6115770270028621,0.8874222040176392,0.9575085639953613,5,0,3696448.7819137983,1
test\a_1590569060082_1590931783332_1,0.5966110738194287,0.8865617513656616,0.9625561833381653,7,1,6363765.869207322,1
test\a_1590569219522_1590568814468_1,0.5914907507863058,0.845432460308075,0.9029690027236938,10,0,11410724.256470334,1
test\a_1590569768002_1590927570919_1,0.6169229634632067,0.7803788781166077,1.1542692184448242,3,0,11980428.169257058,1
test\a_1590926900331_1590565332253_1,0.6553741235284788,0.7286679148674011,0.674031138420105,5,1,32860534.813439935,1
test\a_1590929658005_1590568272439_1,0.6721803660337804,0.9533644914627075,0.9616012573242188,69,0,25421894.51193738,1
test\a_1590930685446_1590930359312_1,0.642224239444945,1.2068262100219727,1.1985323429107666,12,0,9654077.26474491,1
test\a_1590931614272_1590926630525_1,0.7068786546992539,1.2275986671447754,1.1155120134353638,0,0,7835833.494203538,1
test\a_1590931783332_1590929658005_1,0.5462941760473793,1.1025015115737915,1.1165562868118286,8,1,10521893.153839191,1
test\a_1590931783332_1590929772216_1,0.7138461345246198,1.2735377550125122,1.209488868713379,3,1,12874470.64886555,1
test\a_1590932247973_1590484321949_1,0.6871070531630239,0.7863898873329163,0.6888264417648315,63,0,8293745.239098227,1
test\a_test_0,0.3289477279433491,0.5702515244483948,0.5160226821899414,40,0,17013801.62103992,0
